ball,row,col,x_mm,y_mm,kind,interface,signal,escape_edge,escape_depth
AP44,33,43,16.000,-6.000,ground,GND,,,
AP45,33,44,17.000,-6.000,rail,VDD_CORE,,,
AP46,33,45,18.000,-6.000,ground,GND,,,
AP47,33,46,19.000,-6.000,rail,VDD_CORE,,,
AP48,33,47,20.000,-6.000,ground,GND,,,
AP49,33,48,21.000,-6.000,rail,VDD_CORE,,,
AP50,33,49,22.000,-6.000,ground,GND,,,
AP51,33,50,23.000,-6.000,rail,VDD_CORE,,,
AP52,33,51,24.000,-6.000,ground,GND,,,
AP53,33,52,25.000,-6.000,rail,VDD_CORE,,,
AP54,33,53,26.000,-6.000,signal,link_out,DATA31,E,1
AP55,33,54,27.000,-6.000,signal,link_out,DATA30,E,0
AR1,34,0,-27.000,-7.000,signal,link_in,CLOCK,W,0
AR2,34,1,-26.000,-7.000,signal,link_in,VALID,W,1
AR3,34,2,-25.000,-7.000,ground,GND,,,
AR4,34,3,-24.000,-7.000,rail,VDD_CORE,,,
AR5,34,4,-23.000,-7.000,ground,GND,,,
AR6,34,5,-22.000,-7.000,rail,VDD_CORE,,,
AR7,34,6,-21.000,-7.000,ground,GND,,,
AR8,34,7,-20.000,-7.000,rail,VDD_CORE,,,
AR9,34,8,-19.000,-7.000,ground,GND,,,
AR10,34,9,-18.000,-7.000,rail,VDD_CORE,,,
AR11,34,10,-17.000,-7.000,ground,GND,,,
AR12,34,11,-16.000,-7.000,rail,VDD_CORE,,,
AR13,34,12,-15.000,-7.000,ground,GND,,,
AR14,34,13,-14.000,-7.000,rail,VDD_CORE,,,
AR15,34,14,-13.000,-7.000,ground,GND,,,
AR16,34,15,-12.000,-7.000,rail,VDD_CORE,,,
AR17,34,16,-11.000,-7.000,ground,GND,,,
AR18,34,17,-10.000,-7.000,rail,VDD_CORE,,,
AR19,34,18,-9.000,-7.000,ground,GND,,,
AR20,34,19,-8.000,-7.000,rail,VDD_CORE,,,
AR21,34,20,-7.000,-7.000,ground,GND,,,
AR22,34,21,-6.000,-7.000,rail,VDD_CORE,,,
AR23,34,22,-5.000,-7.000,ground,GND,,,
AR24,34,23,-4.000,-7.000,rail,VDD_CORE,,,
AR25,34,24,-3.000,-7.000,ground,GND,,,
AR26,34,25,-2.000,-7.000,rail,VDD_CORE,,,
AR27,34,26,-1.000,-7.000,ground,GND,,,
AR28,34,27,0.000,-7.000,rail,VDD_CORE,,,
AR29,34,28,1.000,-7.000,ground,GND,,,
AR30,34,29,2.000,-7.000,rail,VDD_CORE,,,
AR31,34,30,3.000,-7.000,ground,GND,,,
AR32,34,31,4.000,-7.000,rail,VDD_CORE,,,
AR33,34,32,5.000,-7.000,ground,GND,,,
AR34,34,33,6.000,-7.000,rail,VDD_CORE,,,
AR35,34,34,7.000,-7.000,ground,GND,,,
AR36,34,35,8.000,-7.000,rail,VDD_CORE,,,
AR37,34,36,9.000,-7.000,ground,GND,,,
AR38,34,37,10.000,-7.000,rail,VDD_CORE,,,
AR39,34,38,11.000,-7.000,ground,GND,,,
AR40,34,39,12.000,-7.000,rail,VDD_CORE,,,
AR41,34,40,13.000,-7.000,ground,GND,,,
AR42,34,41,14.000,-7.000,rail,VDD_CORE,,,
AR43,34,42,15.000,-7.000,ground,GND,,,
AR44,34,43,16.000,-7.000,rail,VDD_CORE,,,
AR45,34,44,17.000,-7.000,ground,GND,,,
AR46,34,45,18.000,-7.000,rail,VDD_CORE,,,
AR47,34,46,19.000,-7.000,ground,GND,,,
AR48,34,47,20.000,-7.000,rail,VDD_CORE,,,
AR49,34,48,21.000,-7.000,ground,GND,,,
AR50,34,49,22.000,-7.000,rail,VDD_CORE,,,
AR51,34,50,23.000,-7.000,ground,GND,,,
AR52,34,51,24.000,-7.000,rail,VDD_CORE,,,
AR53,34,52,25.000,-7.000,ground,GND,,,
AR54,34,53,26.000,-7.000,signal,link_out,VALID,E,1
AR55,34,54,27.000,-7.000,signal,link_out,CLOCK,E,0
AT1,35,0,-27.000,-8.000,signal,link_in,READY_BACK,W,0
AT2,35,1,-26.000,-8.000,signal,link_in,SOF,W,1
AT3,35,2,-25.000,-8.000,rail,VDD_CORE,,,
AT4,35,3,-24.000,-8.000,ground,GND,,,
AT5,35,4,-23.000,-8.000,rail,VDD_CORE,,,
AT6,35,5,-22.000,-8.000,ground,GND,,,
AT7,35,6,-21.000,-8.000,rail,VDD_CORE,,,
AT8,35,7,-20.000,-8.000,ground,GND,,,
AT9,35,8,-19.000,-8.000,rail,VDD_CORE,,,
AT10,35,9,-18.000,-8.000,ground,GND,,,
AT11,35,10,-17.000,-8.000,rail,VDD_CORE,,,
AT12,35,11,-16.000,-8.000,ground,GND,,,
AT13,35,12,-15.000,-8.000,rail,VDD_CORE,,,
AT14,35,13,-14.000,-8.000,ground,GND,,,
AT15,35,14,-13.000,-8.000,rail,VDD_CORE,,,
AT16,35,15,-12.000,-8.000,ground,GND,,,
AT17,35,16,-11.000,-8.000,rail,VDD_CORE,,,
AT18,35,17,-10.000,-8.000,ground,GND,,,
AT19,35,18,-9.000,-8.000,rail,VDD_CORE,,,
AT20,35,19,-8.000,-8.000,ground,GND,,,
AT21,35,20,-7.000,-8.000,rail,VDD_CORE,,,
AT22,35,21,-6.000,-8.000,ground,GND,,,
AT23,35,22,-5.000,-8.000,rail,VDD_CORE,,,
AT24,35,23,-4.000,-8.000,ground,GND,,,
AT25,35,24,-3.000,-8.000,rail,VDD_CORE,,,
AT26,35,25,-2.000,-8.000,ground,GND,,,
AT27,35,26,-1.000,-8.000,rail,VDD_CORE,,,
AT28,35,27,0.000,-8.000,ground,GND,,,
AT29,35,28,1.000,-8.000,rail,VDD_CORE,,,
AT30,35,29,2.000,-8.000,ground,GND,,,
AT31,35,30,3.000,-8.000,rail,VDD_CORE,,,
AT32,35,31,4.000,-8.000,ground,GND,,,
AT33,35,32,5.000,-8.000,rail,VDD_CORE,,,
AT34,35,33,6.000,-8.000,ground,GND,,,
AT35,35,34,7.000,-8.000,rail,VDD_CORE,,,
AT36,35,35,8.000,-8.000,ground,GND,,,
AT37,35,36,9.000,-8.000,rail,VDD_CORE,,,
AT38,35,37,10.000,-8.000,ground,GND,,,
AT39,35,38,11.000,-8.000,rail,VDD_CORE,,,
AT40,35,39,12.000,-8.000,ground,GND,,,
AT41,35,40,13.000,-8.000,rail,VDD_CORE,,,
AT42,35,41,14.000,-8.000,ground,GND,,,
AT43,35,42,15.000,-8.000,rail,VDD_CORE,,,
AT44,35,43,16.000,-8.000,ground,GND,,,
AT45,35,44,17.000,-8.000,rail,VDD_CORE,,,
AT46,35,45,18.000,-8.000,ground,GND,,,
AT47,35,46,19.000,-8.000,rail,VDD_CORE,,,
AT48,35,47,20.000,-8.000,ground,GND,,,
AT49,35,48,21.000,-8.000,rail,VDD_CORE,,,
AT50,35,49,22.000,-8.000,ground,GND,,,
AT51,35,50,23.000,-8.000,rail,VDD_CORE,,,
AT52,35,51,24.000,-8.000,ground,GND,,,
AT53,35,52,25.000,-8.000,rail,VDD_CORE,,,
AT54,35,53,26.000,-8.000,signal,link_out,SOF,E,1
AT55,35,54,27.000,-8.000,signal,link_out,READY_BACK,E,0
AU1,36,0,-27.000,-9.000,ground,GND,,,
AU2,36,1,-26.000,-9.000,rail,VDD_CORE,,,
AU3,36,2,-25.000,-9.000,ground,GND,,,
AU4,36,3,-24.000,-9.000,rail,VDD_CORE,,,
AU5,36,4,-23.000,-9.000,ground,GND,,,
AU6,36,5,-22.000,-9.000,rail,VDD_CORE,,,
AU7,36,6,-21.000,-9.000,ground,GND,,,
AU8,36,7,-20.000,-9.000,rail,VDD_CORE,,,
AU9,36,8,-19.000,-9.000,ground,GND,,,
AU10,36,9,-18.000,-9.000,rail,VDD_CORE,,,
AU11,36,10,-17.000,-9.000,ground,GND,,,
AU12,36,11,-16.000,-9.000,rail,VDD_CORE,,,
AU13,36,12,-15.000,-9.000,ground,GND,,,
AU14,36,13,-14.000,-9.000,rail,VDD_CORE,,,
AU15,36,14,-13.000,-9.000,ground,GND,,,
AU16,36,15,-12.000,-9.000,rail,VDD_CORE,,,
AU17,36,16,-11.000,-9.000,ground,GND,,,
AU18,36,17,-10.000,-9.000,rail,VDD_CORE,,,
AU19,36,18,-9.000,-9.000,ground,GND,,,
AU20,36,19,-8.000,-9.000,rail,VDD_CORE,,,
AU21,36,20,-7.000,-9.000,ground,GND,,,
AU22,36,21,-6.000,-9.000,rail,VDD_CORE,,,
AU23,36,22,-5.000,-9.000,ground,GND,,,
AU24,36,23,-4.000,-9.000,rail,VDD_CORE,,,
AU25,36,24,-3.000,-9.000,ground,GND,,,
AU26,36,25,-2.000,-9.000,rail,VDD_CORE,,,
AU27,36,26,-1.000,-9.000,ground,GND,,,
AU28,36,27,0.000,-9.000,rail,VDD_CORE,,,
AU29,36,28,1.000,-9.000,ground,GND,,,
AU30,36,29,2.000,-9.000,rail,VDD_CORE,,,
AU31,36,30,3.000,-9.000,ground,GND,,,
AU32,36,31,4.000,-9.000,rail,VDD_CORE,,,
AU33,36,32,5.000,-9.000,ground,GND,,,
AU34,36,33,6.000,-9.000,rail,VDD_CORE,,,
AU35,36,34,7.000,-9.000,ground,GND,,,
AU36,36,35,8.000,-9.000,rail,VDD_CORE,,,
AU37,36,36,9.000,-9.000,ground,GND,,,
AU38,36,37,10.000,-9.000,rail,VDD_CORE,,,
AU39,36,38,11.000,-9.000,ground,GND,,,
AU40,36,39,12.000,-9.000,rail,VDD_CORE,,,
AU41,36,40,13.000,-9.000,ground,GND,,,
AU42,36,41,14.000,-9.000,rail,VDD_CORE,,,
AU43,36,42,15.000,-9.000,ground,GND,,,
AU44,36,43,16.000,-9.000,rail,VDD_CORE,,,
AU45,36,44,17.000,-9.000,ground,GND,,,
AU46,36,45,18.000,-9.000,rail,VDD_CORE,,,
AU47,36,46,19.000,-9.000,ground,GND,,,
AU48,36,47,20.000,-9.000,rail,VDD_CORE,,,
AU49,36,48,21.000,-9.000,ground,GND,,,
AU50,36,49,22.000,-9.000,rail,VDD_CORE,,,
AU51,36,50,23.000,-9.000,ground,GND,,,
AU52,36,51,24.000,-9.000,rail,VDD_CORE,,,
AU53,36,52,25.000,-9.000,ground,GND,,,
AU54,36,53,26.000,-9.000,rail,VDD_CORE,,,
AU55,36,54,27.000,-9.000,ground,GND,,,
AV1,37,0,-27.000,-10.000,rail,VDD_CORE,,,
AV2,37,1,-26.000,-10.000,ground,GND,,,
AV3,37,2,-25.000,-10.000,rail,VDD_CORE,,,
AV4,37,3,-24.000,-10.000,ground,GND,,,
AV5,37,4,-23.000,-10.000,rail,VDD_CORE,,,
AV6,37,5,-22.000,-10.000,ground,GND,,,
AV7,37,6,-21.000,-10.000,rail,VDD_CORE,,,
AV8,37,7,-20.000,-10.000,ground,GND,,,
AV9,37,8,-19.000,-10.000,rail,VDD_CORE,,,
AV10,37,9,-18.000,-10.000,ground,GND,,,
AV11,37,10,-17.000,-10.000,rail,VDD_CORE,,,
AV12,37,11,-16.000,-10.000,ground,GND,,,
AV13,37,12,-15.000,-10.000,rail,VDD_CORE,,,
AV14,37,13,-14.000,-10.000,ground,GND,,,
AV15,37,14,-13.000,-10.000,rail,VDD_CORE,,,
AV16,37,15,-12.000,-10.000,ground,GND,,,
AV17,37,16,-11.000,-10.000,rail,VDD_CORE,,,
AV18,37,17,-10.000,-10.000,ground,GND,,,
AV19,37,18,-9.000,-10.000,rail,VDD_CORE,,,
AV20,37,19,-8.000,-10.000,ground,GND,,,
AV21,37,20,-7.000,-10.000,rail,VDD_CORE,,,
AV22,37,21,-6.000,-10.000,ground,GND,,,
AV23,37,22,-5.000,-10.000,rail,VDD_CORE,,,
AV24,37,23,-4.000,-10.000,ground,GND,,,
AV25,37,24,-3.000,-10.000,rail,VDD_CORE,,,
AV26,37,25,-2.000,-10.000,ground,GND,,,
AV27,37,26,-1.000,-10.000,rail,VDD_CORE,,,
AV28,37,27,0.000,-10.000,ground,GND,,,
AV29,37,28,1.000,-10.000,rail,VDD_CORE,,,
AV30,37,29,2.000,-10.000,ground,GND,,,
AV31,37,30,3.000,-10.000,rail,VDD_CORE,,,
AV32,37,31,4.000,-10.000,ground,GND,,,
AV33,37,32,5.000,-10.000,rail,VDD_CORE,,,
AV34,37,33,6.000,-10.000,ground,GND,,,
AV35,37,34,7.000,-10.000,rail,VDD_CORE,,,
AV36,37,35,8.000,-10.000,ground,GND,,,
AV37,37,36,9.000,-10.000,rail,VDD_CORE,,,
AV38,37,37,10.000,-10.000,ground,GND,,,
AV39,37,38,11.000,-10.000,rail,VDD_CORE,,,
AV40,37,39,12.000,-10.000,ground,GND,,,
AV41,37,40,13.000,-10.000,rail,VDD_CORE,,,
AV42,37,41,14.000,-10.000,ground,GND,,,
AV43,37,42,15.000,-10.000,rail,VDD_CORE,,,
AV44,37,43,16.000,-10.000,ground,GND,,,
AV45,37,44,17.000,-10.000,rail,VDD_CORE,,,
AV46,37,45,18.000,-10.000,ground,GND,,,
AV47,37,46,19.000,-10.000,rail,VDD_CORE,,,
AV48,37,47,20.000,-10.000,ground,GND,,,
AV49,37,48,21.000,-10.000,rail,VDD_CORE,,,
AV50,37,49,22.000,-10.000,ground,GND,,,
AV51,37,50,23.000,-10.000,rail,VDD_CORE,,,
AV52,37,51,24.000,-10.000,ground,GND,,,
AV53,37,52,25.000,-10.000,rail,VDD_CORE,,,
AV54,37,53,26.000,-10.000,ground,GND,,,
AV55,37,54,27.000,-10.000,rail,VDD_CORE,,,
AW1,38,0,-27.000,-11.000,ground,GND,,,
AW2,38,1,-26.000,-11.000,rail,VDD_CORE,,,
AW3,38,2,-25.000,-11.000,ground,GND,,,
AW4,38,3,-24.000,-11.000,rail,VDD_CORE,,,
AW5,38,4,-23.000,-11.000,ground,GND,,,
AW6,38,5,-22.000,-11.000,rail,VDD_CORE,,,
AW7,38,6,-21.000,-11.000,ground,GND,,,
AW8,38,7,-20.000,-11.000,rail,VDD_CORE,,,
AW9,38,8,-19.000,-11.000,ground,GND,,,
AW10,38,9,-18.000,-11.000,rail,VDD_CORE,,,
AW11,38,10,-17.000,-11.000,ground,GND,,,
AW12,38,11,-16.000,-11.000,rail,VDD_CORE,,,
AW13,38,12,-15.000,-11.000,ground,GND,,,
AW14,38,13,-14.000,-11.000,rail,VDD_CORE,,,
AW15,38,14,-13.000,-11.000,ground,GND,,,
AW16,38,15,-12.000,-11.000,rail,VDD_CORE,,,
AW17,38,16,-11.000,-11.000,ground,GND,,,
AW18,38,17,-10.000,-11.000,rail,VDD_CORE,,,
AW19,38,18,-9.000,-11.000,ground,GND,,,
AW20,38,19,-8.000,-11.000,rail,VDD_CORE,,,
AW21,38,20,-7.000,-11.000,ground,GND,,,
AW22,38,21,-6.000,-11.000,rail,VDD_CORE,,,
AW23,38,22,-5.000,-11.000,ground,GND,,,
AW24,38,23,-4.000,-11.000,rail,VDD_CORE,,,
AW25,38,24,-3.000,-11.000,ground,GND,,,
AW26,38,25,-2.000,-11.000,rail,VDD_CORE,,,
AW27,38,26,-1.000,-11.000,ground,GND,,,
AW28,38,27,0.000,-11.000,rail,VDD_CORE,,,
AW29,38,28,1.000,-11.000,ground,GND,,,
AW30,38,29,2.000,-11.000,rail,VDD_CORE,,,
AW31,38,30,3.000,-11.000,ground,GND,,,
AW32,38,31,4.000,-11.000,rail,VDD_CORE,,,
AW33,38,32,5.000,-11.000,ground,GND,,,
AW34,38,33,6.000,-11.000,rail,VDD_CORE,,,
AW35,38,34,7.000,-11.000,ground,GND,,,
AW36,38,35,8.000,-11.000,rail,VDD_CORE,,,
AW37,38,36,9.000,-11.000,ground,GND,,,
AW38,38,37,10.000,-11.000,rail,VDD_CORE,,,
AW39,38,38,11.000,-11.000,ground,GND,,,
AW40,38,39,12.000,-11.000,rail,VDD_CORE,,,
AW41,38,40,13.000,-11.000,ground,GND,,,
AW42,38,41,14.000,-11.000,rail,VDD_CORE,,,
AW43,38,42,15.000,-11.000,ground,GND,,,
AW44,38,43,16.000,-11.000,rail,VDD_CORE,,,
AW45,38,44,17.000,-11.000,ground,GND,,,
AW46,38,45,18.000,-11.000,rail,VDD_CORE,,,
AW47,38,46,19.000,-11.000,ground,GND,,,
AW48,38,47,20.000,-11.000,rail,VDD_CORE,,,
AW49,38,48,21.000,-11.000,ground,GND,,,
AW50,38,49,22.000,-11.000,rail,VDD_CORE,,,
AW51,38,50,23.000,-11.000,ground,GND,,,
AW52,38,51,24.000,-11.000,rail,VDD_CORE,,,
AW53,38,52,25.000,-11.000,ground,GND,,,
AW54,38,53,26.000,-11.000,rail,VDD_CORE,,,
AW55,38,54,27.000,-11.000,ground,GND,,,
AY1,39,0,-27.000,-12.000,rail,VDD_CORE,,,
AY2,39,1,-26.000,-12.000,ground,GND,,,
AY3,39,2,-25.000,-12.000,rail,VDD_CORE,,,
AY4,39,3,-24.000,-12.000,ground,GND,,,
AY5,39,4,-23.000,-12.000,rail,VDD_CORE,,,
AY6,39,5,-22.000,-12.000,ground,GND,,,
AY7,39,6,-21.000,-12.000,rail,VDD_CORE,,,
AY8,39,7,-20.000,-12.000,ground,GND,,,
AY9,39,8,-19.000,-12.000,rail,VDD_CORE,,,
AY10,39,9,-18.000,-12.000,ground,GND,,,
AY11,39,10,-17.000,-12.000,rail,VDD_CORE,,,
AY12,39,11,-16.000,-12.000,ground,GND,,,
AY13,39,12,-15.000,-12.000,rail,VDD_CORE,,,
AY14,39,13,-14.000,-12.000,ground,GND,,,
AY15,39,14,-13.000,-12.000,rail,VDD_CORE,,,
AY16,39,15,-12.000,-12.000,ground,GND,,,
AY17,39,16,-11.000,-12.000,rail,VDD_CORE,,,
AY18,39,17,-10.000,-12.000,ground,GND,,,
AY19,39,18,-9.000,-12.000,rail,VDD_CORE,,,
AY20,39,19,-8.000,-12.000,ground,GND,,,
AY21,39,20,-7.000,-12.000,rail,VDD_CORE,,,
AY22,39,21,-6.000,-12.000,ground,GND,,,
AY23,39,22,-5.000,-12.000,rail,VDD_CORE,,,
AY24,39,23,-4.000,-12.000,ground,GND,,,
AY25,39,24,-3.000,-12.000,rail,VDD_CORE,,,
AY26,39,25,-2.000,-12.000,ground,GND,,,
AY27,39,26,-1.000,-12.000,rail,VDD_CORE,,,
AY28,39,27,0.000,-12.000,ground,GND,,,
AY29,39,28,1.000,-12.000,rail,VDD_CORE,,,
AY30,39,29,2.000,-12.000,ground,GND,,,
AY31,39,30,3.000,-12.000,rail,VDD_CORE,,,
AY32,39,31,4.000,-12.000,ground,GND,,,
AY33,39,32,5.000,-12.000,rail,VDD_CORE,,,
AY34,39,33,6.000,-12.000,ground,GND,,,
AY35,39,34,7.000,-12.000,rail,VDD_CORE,,,
AY36,39,35,8.000,-12.000,ground,GND,,,
AY37,39,36,9.000,-12.000,rail,VDD_CORE,,,
AY38,39,37,10.000,-12.000,ground,GND,,,
AY39,39,38,11.000,-12.000,rail,VDD_CORE,,,
AY40,39,39,12.000,-12.000,ground,GND,,,
AY41,39,40,13.000,-12.000,rail,VDD_CORE,,,
AY42,39,41,14.000,-12.000,ground,GND,,,
AY43,39,42,15.000,-12.000,rail,VDD_CORE,,,
AY44,39,43,16.000,-12.000,ground,GND,,,
AY45,39,44,17.000,-12.000,rail,VDD_CORE,,,
AY46,39,45,18.000,-12.000,ground,GND,,,
AY47,39,46,19.000,-12.000,rail,VDD_CORE,,,
AY48,39,47,20.000,-12.000,ground,GND,,,
AY49,39,48,21.000,-12.000,rail,VDD_CORE,,,
AY50,39,49,22.000,-12.000,ground,GND,,,
AY51,39,50,23.000,-12.000,rail,VDD_CORE,,,
AY52,39,51,24.000,-12.000,ground,GND,,,
AY53,39,52,25.000,-12.000,rail,VDD_CORE,,,
AY54,39,53,26.000,-12.000,ground,GND,,,
AY55,39,54,27.000,-12.000,rail,VDD_CORE,,,
BA1,40,0,-27.000,-13.000,ground,GND,,,
BA2,40,1,-26.000,-13.000,rail,VDD_CORE,,,
BA3,40,2,-25.000,-13.000,ground,GND,,,
BA4,40,3,-24.000,-13.000,rail,VDD_CORE,,,
BA5,40,4,-23.000,-13.000,ground,GND,,,
BA6,40,5,-22.000,-13.000,rail,VDD_CORE,,,
BA7,40,6,-21.000,-13.000,ground,GND,,,
BA8,40,7,-20.000,-13.000,rail,VDD_CORE,,,
BA9,40,8,-19.000,-13.000,ground,GND,,,
BA10,40,9,-18.000,-13.000,rail,VDD_CORE,,,
BA11,40,10,-17.000,-13.000,ground,GND,,,
BA12,40,11,-16.000,-13.000,rail,VDD_CORE,,,
BA13,40,12,-15.000,-13.000,ground,GND,,,
BA14,40,13,-14.000,-13.000,rail,VDD_CORE,,,
BA15,40,14,-13.000,-13.000,ground,GND,,,
BA16,40,15,-12.000,-13.000,rail,VDD_CORE,,,
BA17,40,16,-11.000,-13.000,ground,GND,,,
BA18,40,17,-10.000,-13.000,rail,VDD_CORE,,,
BA19,40,18,-9.000,-13.000,ground,GND,,,
BA20,40,19,-8.000,-13.000,rail,VDD_CORE,,,
BA21,40,20,-7.000,-13.000,ground,GND,,,
BA22,40,21,-6.000,-13.000,rail,VDD_CORE,,,
BA23,40,22,-5.000,-13.000,ground,GND,,,
BA24,40,23,-4.000,-13.000,rail,VDD_CORE,,,
BA25,40,24,-3.000,-13.000,ground,GND,,,
BA26,40,25,-2.000,-13.000,rail,VDD_CORE,,,
BA27,40,26,-1.000,-13.000,ground,GND,,,
BA28,40,27,0.000,-13.000,rail,VDD_CORE,,,
BA29,40,28,1.000,-13.000,ground,GND,,,
BA30,40,29,2.000,-13.000,rail,VDD_CORE,,,
BA31,40,30,3.000,-13.000,ground,GND,,,
BA32,40,31,4.000,-13.000,rail,VDD_CORE,,,
BA33,40,32,5.000,-13.000,ground,GND,,,
BA34,40,33,6.000,-13.000,rail,VDD_CORE,,,
BA35,40,34,7.000,-13.000,ground,GND,,,
BA36,40,35,8.000,-13.000,rail,VDD_CORE,,,
BA37,40,36,9.000,-13.000,ground,GND,,,
BA38,40,37,10.000,-13.000,rail,VDD_CORE,,,
BA39,40,38,11.000,-13.000,ground,GND,,,
BA40,40,39,12.000,-13.000,rail,VDD_CORE,,,
BA41,40,40,13.000,-13.000,ground,GND,,,
BA42,40,41,14.000,-13.000,rail,VDD_CORE,,,
BA43,40,42,15.000,-13.000,ground,GND,,,
BA44,40,43,16.000,-13.000,rail,VDD_CORE,,,
BA45,40,44,17.000,-13.000,ground,GND,,,
BA46,40,45,18.000,-13.000,rail,VDD_CORE,,,
BA47,40,46,19.000,-13.000,ground,GND,,,
BA48,40,47,20.000,-13.000,rail,VDD_CORE,,,
BA49,40,48,21.000,-13.000,ground,GND,,,
BA50,40,49,22.000,-13.000,rail,VDD_CORE,,,
BA51,40,50,23.000,-13.000,ground,GND,,,
BA52,40,51,24.000,-13.000,rail,VDD_CORE,,,
BA53,40,52,25.000,-13.000,ground,GND,,,
BA54,40,53,26.000,-13.000,rail,VDD_CORE,,,
BA55,40,54,27.000,-13.000,ground,GND,,,
BB1,41,0,-27.000,-14.000,rail,VDD_CORE,,,
BB2,41,1,-26.000,-14.000,ground,GND,,,
BB3,41,2,-25.000,-14.000,rail,VDD_CORE,,,
BB4,41,3,-24.000,-14.000,ground,GND,,,
BB5,41,4,-23.000,-14.000,rail,VDD_CORE,,,
BB6,41,5,-22.000,-14.000,ground,GND,,,
BB7,41,6,-21.000,-14.000,rail,VDD_CORE,,,
BB8,41,7,-20.000,-14.000,ground,GND,,,
BB9,41,8,-19.000,-14.000,rail,VDD_CORE,,,
BB10,41,9,-18.000,-14.000,ground,GND,,,
BB11,41,10,-17.000,-14.000,rail,VDD_CORE,,,
BB12,41,11,-16.000,-14.000,ground,GND,,,
BB13,41,12,-15.000,-14.000,rail,VDD_CORE,,,
BB14,41,13,-14.000,-14.000,ground,GND,,,
BB15,41,14,-13.000,-14.000,rail,VDD_CORE,,,
BB16,41,15,-12.000,-14.000,ground,GND,,,
BB17,41,16,-11.000,-14.000,rail,VDD_CORE,,,
BB18,41,17,-10.000,-14.000,ground,GND,,,
BB19,41,18,-9.000,-14.000,rail,VDD_CORE,,,
BB20,41,19,-8.000,-14.000,ground,GND,,,
BB21,41,20,-7.000,-14.000,rail,VDD_CORE,,,
BB22,41,21,-6.000,-14.000,ground,GND,,,
BB23,41,22,-5.000,-14.000,rail,VDD_CORE,,,
BB24,41,23,-4.000,-14.000,ground,GND,,,
BB25,41,24,-3.000,-14.000,rail,VDD_CORE,,,
BB26,41,25,-2.000,-14.000,ground,GND,,,
BB27,41,26,-1.000,-14.000,rail,VDD_CORE,,,
BB28,41,27,0.000,-14.000,ground,GND,,,
BB29,41,28,1.000,-14.000,rail,VDD_CORE,,,
BB30,41,29,2.000,-14.000,ground,GND,,,
BB31,41,30,3.000,-14.000,rail,VDD_CORE,,,
BB32,41,31,4.000,-14.000,ground,GND,,,
BB33,41,32,5.000,-14.000,rail,VDD_CORE,,,
BB34,41,33,6.000,-14.000,ground,GND,,,
BB35,41,34,7.000,-14.000,rail,VDD_CORE,,,
BB36,41,35,8.000,-14.000,ground,GND,,,
BB37,41,36,9.000,-14.000,rail,VDD_CORE,,,
BB38,41,37,10.000,-14.000,ground,GND,,,
BB39,41,38,11.000,-14.000,rail,VDD_CORE,,,
BB40,41,39,12.000,-14.000,ground,GND,,,
BB41,41,40,13.000,-14.000,rail,VDD_CORE,,,
BB42,41,41,14.000,-14.000,ground,GND,,,
BB43,41,42,15.000,-14.000,rail,VDD_CORE,,,
BB44,41,43,16.000,-14.000,ground,GND,,,
BB45,41,44,17.000,-14.000,rail,VDD_CORE,,,
BB46,41,45,18.000,-14.000,ground,GND,,,
BB47,41,46,19.000,-14.000,rail,VDD_CORE,,,
BB48,41,47,20.000,-14.000,ground,GND,,,
BB49,41,48,21.000,-14.000,rail,VDD_CORE,,,
BB50,41,49,22.000,-14.000,ground,GND,,,
BB51,41,50,23.000,-14.000,rail,VDD_CORE,,,
BB52,41,51,24.000,-14.000,ground,GND,,,
BB53,41,52,25.000,-14.000,rail,VDD_CORE,,,
BB54,41,53,26.000,-14.000,ground,GND,,,
BB55,41,54,27.000,-14.000,rail,VDD_CORE,,,
BC1,42,0,-27.000,-15.000,ground,GND,,,
BC2,42,1,-26.000,-15.000,rail,VDD_CORE,,,
BC3,42,2,-25.000,-15.000,ground,GND,,,
BC4,42,3,-24.000,-15.000,rail,VDD_CORE,,,
BC5,42,4,-23.000,-15.000,ground,GND,,,
BC6,42,5,-22.000,-15.000,rail,VDD_CORE,,,
BC7,42,6,-21.000,-15.000,ground,GND,,,
BC8,42,7,-20.000,-15.000,rail,VDD_CORE,,,
BC9,42,8,-19.000,-15.000,ground,GND,,,
BC10,42,9,-18.000,-15.000,rail,VDD_CORE,,,
BC11,42,10,-17.000,-15.000,ground,GND,,,
BC12,42,11,-16.000,-15.000,rail,VDD_CORE,,,
BC13,42,12,-15.000,-15.000,ground,GND,,,
BC14,42,13,-14.000,-15.000,rail,VDD_CORE,,,
BC15,42,14,-13.000,-15.000,ground,GND,,,
BC16,42,15,-12.000,-15.000,rail,VDD_CORE,,,
BC17,42,16,-11.000,-15.000,ground,GND,,,
BC18,42,17,-10.000,-15.000,rail,VDD_CORE,,,
BC19,42,18,-9.000,-15.000,ground,GND,,,
BC20,42,19,-8.000,-15.000,rail,VDD_CORE,,,
BC21,42,20,-7.000,-15.000,ground,GND,,,
BC22,42,21,-6.000,-15.000,rail,VDD_CORE,,,
BC23,42,22,-5.000,-15.000,ground,GND,,,
BC24,42,23,-4.000,-15.000,rail,VDD_CORE,,,
BC25,42,24,-3.000,-15.000,ground,GND,,,
BC26,42,25,-2.000,-15.000,rail,VDD_CORE,,,
BC27,42,26,-1.000,-15.000,ground,GND,,,
